upd,loss,best,alpha_sum,prob_0,prob_1,prob_2,prob_3,alpha_0,alpha_1,alpha_2,alpha_3,pused_0,pused_1,pused_2,pused_3,ophist_0,ophist_1,ophist_2,ophist_3,opimp_0,opimp_1,opimp_2,opimp_3
11,0.1270606517791748,534754231.4563982,7.663865089416504,0.26725059747695923,0.23163670301437378,0.2398848831653595,0.26122787594795227,2.0481724739074707,1.7752324342727661,1.8384454250335693,2.0020151138305664,0.164000004529953,0.1120000034570694,0.335999995470047,0.3880000114440918,0.18000000715255737,0.03999999910593033,0.2800000011920929,0.5,0.0,0.5,0.21400000154972076,0.07999999821186066
12,0.11474703252315521,466875537.2445179,7.630251884460449,0.26709359884262085,0.23187018930912018,0.24048492312431335,0.2605512738227844,2.037991523742676,1.7692279815673828,1.8349605798721313,1.9880717992782593,0.30399999022483826,0.31200000643730164,0.20900000631809235,0.17499999701976776,0.20000000298023224,0.3400000035762787,0.30000001192092896,0.1599999964237213,0.10000000149011612,0.0,0.4000000059604645,0.0
13,0.12008437514305115,466875537.2445179,7.5966386795043945,0.2674800753593445,0.23172028362751007,0.2411538064479828,0.25964581966400146,2.031949520111084,1.7602952718734741,1.831958293914795,1.972435474395752,0.10199999809265137,0.3490000069141388,0.1459999978542328,0.40400001406669617,0.11999999731779099,0.30000001192092896,0.20000000298023224,0.3799999952316284,0.16699999570846558,0.0,0.30000001192092896,0.210999995470047
14,0.11117011308670044,466875537.2445179,7.56302547454834,0.2682160437107086,0.23008288443088531,0.24105575680732727,0.2606452405452728,2.028524875640869,1.740122675895691,1.823110818862915,1.971266508102417,0.25200000405311584,0.15199999511241913,0.10000000149011612,0.4959999918937683,0.25999999046325684,0.18000000715255737,0.03999999910593033,0.5199999809265137,0.07699999958276749,0.0,0.0,0.11500000208616257
15,0.11657177656888962,466875537.2445179,7.529411315917969,0.2677096128463745,0.23009908199310303,0.2410455197095871,0.26114577054977417,2.015695810317993,1.7325106859207153,1.8149309158325195,1.9662740230560303,0.04699999839067459,0.3709999918937683,0.21299999952316284,0.36899998784065247,0.05999999865889549,0.47999998927116394,0.23999999463558197,0.2199999988079071,0.3330000042915344,0.041999999433755875,0.0,0.09099999815225601
16,0.11331254243850708,466875537.2445179,7.495798110961914,0.26764345169067383,0.22985778748989105,0.2415805608034134,0.26091817021369934,2.0062012672424316,1.7229676246643066,1.810839056968689,1.9557899236679077,0.3409999907016754,0.2290000021457672,0.32199999690055847,0.10700000077486038,0.41999998688697815,0.1599999964237213,0.3199999928474426,0.10000000149011612,0.04800000041723251,0.0,0.18799999356269836,0.0
17,0.10009071230888367,466875537.2445179,7.462184906005859,0.26794466376304626,0.22908106446266174,0.24171555042266846,0.26125872135162354,1.9994525909423828,1.7094452381134033,1.803726077079773,1.9495608806610107,0.621999979019165,0.02500000037252903,0.07599999755620956,0.2770000100135803,0.6800000071525574,0.019999999552965164,0.019999999552965164,0.2800000011920929,0.028999999165534973,0.0,0.0,0.07100000232458115
18,0.1080220490694046,466875537.2445179,7.4285712242126465,0.2676084041595459,0.22924289107322693,0.24163927137851715,0.2615094780921936,1.9879480600357056,1.7029471397399902,1.7950345277786255,1.9426417350769043,0.24199999868869781,0.09200000017881393,0.5440000295639038,0.12200000137090683,0.30000001192092896,0.07999999821186066,0.5199999809265137,0.10000000149011612,0.13300000131130219,0.0,0.26899999380111694,0.0
19,0.0902617797255516,466875537.2445179,7.39495849609375,0.26816558837890625,0.22833487391471863,0.2421596795320511,0.26133984327316284,1.9830734729766846,1.6885268688201904,1.7907607555389404,1.9325973987579346,0.6579999923706055,0.17800000309944153,0.10100000351667404,0.06300000101327896,0.7400000095367432,0.1599999964237213,0.05999999865889549,0.03999999910593033,0.027000000700354576,0.125,0.0,0.0
20,0.08113303780555725,466875537.2445179,7.361344337463379,0.26931580901145935,0.22744745016098022,0.24268308281898499,0.26055365800857544,1.982526421546936,1.6743190288543701,1.7864737510681152,1.9180251359939575,0.49900001287460327,0.09700000286102295,0.2549999952316284,0.15000000596046448,0.3799999952316284,0.10000000149011612,0.36000001430511475,0.1599999964237213,0.0,0.20000000298023224,0.16699999570846558,0.125
21,0.08763763308525085,466875537.2445179,7.327730655670166,0.2685064375400543,0.22742342948913574,0.2427329123020172,0.2613372504711151,1.9675427675247192,1.6664975881576538,1.7786813974380493,1.9150089025497437,0.20000000298023224,0.28700000047683716,0.13500000536441803,0.37700000405311584,0.2199999988079071,0.2199999988079071,0.1599999964237213,0.4000000059604645,0.09099999815225601,0.09099999815225601,0.375,0.05000000074505806
22,0.09298007935285568,466875537.2445179,7.294116973876953,0.2694113254547119,0.22605545818805695,0.2434697300195694,0.2610635459423065,1.9651178121566772,1.6488749980926514,1.775896668434143,1.9042279720306396,0.35899999737739563,0.14000000059604645,0.15800000727176666,0.34299999475479126,0.36000001430511475,0.20000000298023224,0.14000000059604645,0.30000001192092896,0.16699999570846558,0.0,0.14300000667572021,0.20000000298023224
23,0.08673722296953201,466875537.2445179,7.260503768920898,0.26588186621665955,0.22861747443675995,0.24344351887702942,0.2620571553707123,1.930436372756958,1.6598780155181885,1.7675225734710693,1.9026670455932617,0.164000004529953,0.5289999842643738,0.18000000715255737,0.12800000607967377,0.20000000298023224,0.47999998927116394,0.1599999964237213,0.1599999964237213,0.30000001192092896,0.08299999684095383,0.25,0.125
24,0.08911511301994324,466875537.2445179,7.22689151763916,0.2657912075519562,0.2241891622543335,0.2469225525856018,0.26309701800346375,1.9208441972732544,1.6201907396316528,1.784482479095459,1.9013736248016357,0.2290000021457672,0.17599999904632568,0.3840000033378601,0.20999999344348907,0.3400000035762787,0.2199999988079071,0.30000001192092896,0.14000000059604645,0.11800000071525574,0.0,0.13300000131130219,0.14300000667572021
